Date,Open,High,Low,Close,Volume
2025-04-14,72.225,72.525,72.2047,72.43,5409343.0
2025-04-15,72.36,72.735,72.35,72.61,5667509.0
2025-04-16,72.66,72.85,72.5146,72.81,33963335.0
2025-04-17,72.79,72.8299,72.6003,72.65,7613944.0
2025-04-21,72.49,72.635,72.245,72.25,6092946.0
2025-04-22,72.49,72.5299,72.37,72.38,5408208.0
2025-04-23,72.82,73.125,72.5,72.53,5283133.0
2025-04-24,72.8,72.95,72.7537,72.94,3751673.0
2025-04-25,73.09,73.195,73.01,73.18,4021898.0
2025-04-28,73.1,73.3885,73.09,73.36,4685563.0
2025-04-29,73.29,73.56,73.28,73.55,3790701.0
2025-04-30,73.5,73.575,73.3701,73.5,8020986.0
2025-05-01,73.34,73.37,72.95,73.06,6295350.0
2025-05-02,72.71,72.85,72.605,72.7,6960790.0
2025-05-05,72.63,72.69,72.4825,72.6,7574983.0
2025-05-06,72.56,72.77,72.5,72.76,6994010.0
2025-05-07,72.8,72.967142,72.79,72.9,4358160.0
2025-05-08,72.86,72.92,72.505,72.51,4283210.0
2025-05-09,72.605,72.74,72.56,72.57,3730810.0
2025-05-12,72.3,72.45,72.3,72.32,6983151.0
2025-05-13,72.3,72.425,72.2,72.29,5610253.0
2025-05-14,72.24,72.2899,72.01,72.04,6426742.0
2025-05-15,72.25,72.45,72.17,72.43,5659031.0
2025-05-16,72.62,72.675,72.45,72.48,5310023.0
2025-05-19,72.17,72.48,72.0635,72.46,5787990.0
2025-05-20,72.3,72.39,72.2,72.33,5810255.0
2025-05-21,72.15,72.2,71.8048,71.88,10880393.0
2025-05-22,71.87,72.09,71.7625,72.08,7067214.0
2025-05-23,72.27,72.29,72.09,72.19,4272707.0
2025-05-27,72.37,72.6,72.32,72.53,6148892.0
2025-05-28,72.41,72.46,72.29,72.37,5214663.0
2025-05-29,72.48,72.7,72.48,72.63,4686425.0
2025-05-30,72.63,72.78,72.54,72.77,5995815.0
2025-06-02,72.35,72.53,72.24,72.37,6888040.0
2025-06-03,72.44,72.497,72.26,72.29,7437016.0
2025-06-04,72.535,72.81,72.51,72.74,8342999.0
2025-06-05,72.76,72.83,72.58,72.6,6620778.0
2025-06-06,72.37,72.49,72.19,72.205,14677575.0
2025-06-09,72.2,72.39,72.2,72.32,10147554.0
2025-06-10,72.51,72.5565,72.38,72.46,9256974.0
2025-06-11,72.59,72.72,72.515,72.69,8034926.0
2025-06-12,72.9,72.97,72.82,72.96,5950091.0
2025-06-13,72.81,72.85,72.55,72.7,5656548.0
2025-06-16,72.65,72.79,72.55,72.56,6415544.0
2025-06-17,72.69,72.82,72.6046,72.79,5123442.0
2025-06-18,72.87,73.02,72.76,72.83,5176972.0
2025-06-20,72.705,72.96,72.6701,72.88,5396818.0
2025-06-23,73.05,73.2199,72.98,73.06,5391876.0
2025-06-24,72.99,73.32,72.985,73.28,8789764.0
2025-06-25,73.19,73.31,73.1,73.3,5346377.0
2025-06-26,73.37,73.52,73.3,73.51,5373696.0
2025-06-27,73.38,73.5499,73.32,73.34,6928663.0
2025-06-30,73.51,73.6667,73.45,73.63,6987010.0
2025-07-01,73.39,73.45,73.23,73.34,6286664.0
2025-07-02,73.165,73.26,73.14,73.26,6342298.0
2025-07-03,73.13,73.17,73.04,73.08,6428422.0
2025-07-07,72.96,73.02,72.79,72.84,8191017.0
2025-07-08,72.74,72.8,72.7,72.8,5934155.0
2025-07-09,72.89,73.1,72.89,73.09,6720579.0
2025-07-10,73.08,73.11,72.97,73.1,6651307.0
2025-07-11,72.89,72.8991,72.77,72.8,4962515.0
2025-07-14,72.769,72.8575,72.7,72.79,5624670.0
2025-07-15,72.88,72.88,72.5542,72.57,5908535.0
2025-07-16,72.7,72.78,72.52,72.71,7875150.0
2025-07-17,72.72,72.82,72.68,72.73,6857436.0
2025-07-18,72.88,72.9,72.81,72.85,5206946.0
2025-07-21,73.1,73.1799,73.04,73.06,5338503.0
2025-07-22,73.1,73.2375,73.0801,73.18,5507318.0
2025-07-23,73.08,73.12,73.0,73.03,5269778.0
2025-07-24,72.84,73.036,72.824,72.94,6139228.0
2025-07-25,72.95,73.12,72.9301,73.12,4846060.0
